SecretID,SecretName,UnlockName,Type,Korean,bul,cs_cz,de,el_gr,en_us,fr,it,ja_jp,nl_nl,pl,pt,pt_br,ro_ro,ru,spa,tr_tr,uk_ua,vi,zh_cn,UnlockedFlag
553,Lucky Sack,Lucky Sack,Trinket,복주머니,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,Lucky Sack,1
554,Your Soul,Your Soul,Trinket,네 영혼,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,Your Soul,1
555,Number Magnet,Number Magnet,Trinket,숫자 자석,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,Number Magnet,1
556,Dingle Berry,Dingle Berry,Trinket,딩글 베리,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,Dingle Berry,1
557,Ring Cap,Ring Cap,Trinket,딱총 화약,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,Ring Cap,1
558,Strange Key,Strange Key,Trinket,이상한 열쇠,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,Strange Key,1
559,Lil Clot,Lil Clot,Trinket,꼬마 클롯,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,Lil Clot,1
560,Temporary Tattoo,Temporary Tattoo,Trinket,스티커 문신,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,Temporary Tattoo,1
561,Swallowed M80,Swallowed M80,Trinket,삼킨 M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,Swallowed M80,1
562,Wicked Crown,Wicked Crown,Trinket,사악한 왕관,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,Wicked Crown,1
563,Azazel's Stump,Azazel's Stump,Trinket,아자젤의 뿔대,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,Azazel's Stump,1
564,Torn Pocket,Torn Pocket,Trinket,찢어진 주머니,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,Torn Pocket,1
565,Torn Card,Torn Card,Trinket,찢어진 카드,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,Torn Card,1
566,Nuh Uh!,Nuh Uh!,Trinket,아니거든!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,Nuh Uh!,1
567,Modeling Clay,Modeling Clay,Trinket,조형 찰흙,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,Modeling Clay,1
568,Kid's Drawing,Kid's Drawing,Trinket,아이의 그림,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,Kid's Drawing,1
569,Crystal Key,Crystal Key,Trinket,수정 열쇠,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,Crystal Key,1
570,The Twins,The Twins,Trinket,쌍둥이,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,The Twins,1
571,Adoption Papers,Adoption Papers,Trinket,입양 서류,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,Adoption Papers,1
572,Keeper's Bargain,Keeper's Bargain,Trinket,키퍼의 흥정,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,Keeper's Bargain,1
573,Cursed Penny,Cursed Penny,Trinket,저주받은 동전,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,Cursed Penny,1
574,Cricket Leg,Cricket Leg,Trinket,귀뚜라미 다리,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,Cricket Leg,1
575,Apollyon's Best Friend,Apollyon's Best Friend,Trinket,아폴리온의 절친,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,Apollyon's Best Friend,1
576,Polished Bone,Polished Bone,Trinket,연마한 뼈,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,Polished Bone,1
577,Hollow Heart,Hollow Heart,Trinket,텅 빈 심장,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,Hollow Heart,1
578,Expansion Pack,Expansion Pack,Trinket,확장팩,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,Expansion Pack,1
579,Beth's Essence,Beth's Essence,Trinket,베다니의 정수,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,Beth's Essence,1
580,RC Remote,RC Remote,Trinket,RC 리모콘,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,RC Remote,1
581,Found Soul,Found Soul,Trinket,되찾은 영혼,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,Found Soul,1
582,Member Card,Member Card,Item,멤버쉽 카드,Member Card,Členská Karta,Mitgliedskarte,Member Card,Member Card,Carte de Membre,Tessera Membri,メンバー カード,Member Card,Karta Członkowska,Member Card,Member Card,Card de Membru,Членская карточка,Tarjeta de Socio,Üye Kartı,Членська карта,Member Card,会员卡,1
583,Golden Razor,Golden Razor,Item,황금 면도날,Golden Razor,Zlatá Žiletka,Goldenes Rasiermesser,Golden Razor,Golden Razor,Lame de Rasoir Dorée,Lametta Dorata,ゴールデン レイザー,Golden Razor,Złota żyletka,Golden Razor,Golden Razor,Brici de Aur,Золотая бритва,Cuchilla dorada,Altın Jilet,Золота бритва,Golden Razor,金剃刀片,1
584,Spindown Dice,Spindown Dice,Item,스핀다운 주사위,Spindown Dice,Roztáčející Kostka,Spindown-Würfel,Spindown Dice,Spindown Dice,Dé Compteur,Dado Decrementale,スピンダウン ダイス,Spindown Dice,Spindown Dice,Spindown Dice,Spindown Dice,Zar Coborâtor,Кубик с вычетом,Dado Reductor,AltÇevir Zarı,Кубик прокрутки,Spindown Dice,计数二十面骰,1
585,Hypercoagulation,Hypercoagulation,Item,과응고,Hypercoagulation,Hyperkoagulace,Hyperkoagulation,Hypercoagulation,Hypercoagulation,Hypercoagulation,Trombofilia,ハイパーコアギュレイション,Hypercoagulation,Nadkrzepliwość,Hypercoagulation,Hypercoagulation,Hipercoagulare,Гиперкоагуляция,Hipercoagulación,Hypercoagulation,Гіперкоагуляція,Hypercoagulation,高凝血,1
586,Bag of Crafting,Bag of Crafting,Item,조합 가방,Bag of Crafting,Craftovací Pytlík,Tasche des Handwerks,Bag of Crafting,Bag of Crafting,Sac de Fabrication,Sacco del Fai da Te,バッグ オブ クラフティング,Bag of Crafting,Torba tworzenia,Bag of Crafting,Bag of Crafting,Geantă de Meșteșuguri,Мешок создания,Bolsa de Trabajo,Elişi Çantası,Сумка для рукоділля,Bag of Crafting,合成宝袋,1
587,Dark Arts,Dark Arts,Item,흑마술,Dark Arts,Temné Umění,Dunkle Künste,Dark Arts,Dark Arts,Arts Obscurs,Arti Oscure,ダーク アーツ,Dark Arts,Mroczne Techniki,Dark Arts,Dark Arts,Artă Negre,Тёмные силы,Artes Oscuras,Karanlık Sanatlar,Темні мистецтва,Dark Arts,暗仪刺刀,1
588,IBS,IBS,Item,,IBS,Syndrom Dráždivého Střeva,IBS,IBS,IBS,Intestin Irrité,Sindrome del Colon Irritabile,IBS,IBS,IBS,IBS,IBS,SII,СРК,IBS,IBS,СПК,IBS,大肠激躁症,1
589,Sumptorium,Sumptorium,Item,섬토리움,Sumptorium,Sumptorium,Sumptorium,Sumptorium,Sumptorium,Sumptorium,Sumptorium,サンプトリウム,Sumptorium,Sumptorium,Sumptorium,Sumptorium,Sumptorium,Свищ,Sumptorium,Sumptorium,Сумпторіум,Sumptorium,圣血吸管,1
590,Berserk!,Berserk!,Item,폭주!,Berserk!,Zběsilost!,Berserker!,Berserk!,Berserk!,Frénésie,Violenza!,バーサーカー,Berserk!,Berserk!,Berserk!,Berserk!,Berserk!,Берсерк!,¡Berserker!,Çılgınlık!,Берсерк!,Berserk!,狂怒！,1
591,Hemoptysis,Hemoptysis,Item,각혈,Hemoptysis,Funguje s {1},Hämoptysis,Hemoptysis,Hemoptysis,Synergise avec {1},Funziona con {1},{1}の呪い有効,Hemoptysis,Krwioplucoe,Hemoptysis,Hemoptysis,Works with {1},Кровохарканье,Funciona con {1},Hemoptysis,Кровохаркання,Hoạt động với {1},{1}有效,1
592,Flip,Flip,Item,뒤집기,Flip,Převrácení,Wenden,Flip,Flip,Inversion,Limbo,フリップ,Flip,Flip,Flip,Flip,Flip,Кувырок,Cambio,Çevir,Перевернись,Flip,生死逆转,1
593,Corrupted Data,Corrupted Data,Other,커럽티드 데이터(깨진 아이템),Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,Corrupted Data,1
594,Ghost Bombs,Ghost Bombs,Item,유령 폭탄,Ghost Bombs,Strašidelné Bomby,Geisterbomben,Ghost Bombs,Ghost Bombs,Bombes Fantômes,Bombe Fantasma,ゴースト ボム,Ghost Bombs,Duchowe bomby,Ghost Bombs,Ghost Bombs,Bombe Fantome,Призрачные бомбы,Bombas Fantasma,Hayalet Bomba,Бомби-привиди,Ghost Bombs,幽灵炸弹,1
595,Gello,Gello,Item,겔로,Gello,Gello,Gello,Gello,Gello,Gello,Gellò,ゲロー,Gello,Gello,Gello,Gello,Gello,Гелло,Gello,Gello,Гелло,Gello,格罗,1
596,Keeper's Kin,Keeper's Kin,Item,키퍼의 친척,Keeper's Kin,Keeperovi Příbuzní,Keepers Sippe,Keeper's Kin,Keeper's Kin,Amies du Gardien,Strirpe del Mercante,キーパーズ キン,Keeper's Kin,Rodzinka keepera,Keeper's Kin,Keeper's Kin,Ruda lui Keeper,Родня Хранителя,Parientes de Keeper,Keeper'ın akrabası,Рідня Хранителя,Keeper's Kin,店主的亲友,1
597,Abyss,Abyss,Item,무저갱,Abyss,Hlubina,Abyss,Abyss,Abyss,Abysse,Abisso,アビス,Abyss,Otchłań,Abyss,Abyss,Abyss,Бездна,Abismo,Boşluk,Безодня,Abyss,无底坑,1
598,Decap Attack,Decap Attack,Item,참수 공격,Decap Attack,Bezhlavý Útok,Enthauptungsangriff,Decap Attack,Decap Attack,Décapitation,Decapita Azione,デカップ アタック,Decap Attack,Dakapito atak,Decap Attack,Decap Attack,Atac Decapitat,Голову с плеч,Ataque Decapitado,Kafa Koparma Atağı,Голову з пліч,Decap Attack,飞头攻击,1
599,Lemegeton,Lemegeton,Item,마도서 레메게톤,Lemegeton,Lemegeton,Lemegeton,Lemegeton,Lemegeton,Lemegeton,Lemegeton,レメゲトン,Lemegeton,Lemegeton,Lemegeton,Lemegeton,Lemegeton,Лемегетон,Lemegeton,Lemegeton,Лемеґетон,Lemegeton,所罗门魔典,1
600,Anima Sola,Anima Sola,Item,아니마 솔라,Anima Sola,Osamělá Duše,Anima Sola,Anima Sola,Anima Sola,Anima Sola,Anima Sola,アニマ ソラ,Anima Sola,Anima Sola,Anima Sola,Anima Sola,Anima Sola,Анима сола,Anima Sola,Anima Sola,Аніма Сола,Anima Sola,孤魂铁索,1
601,Mega Chest,Mega Chest,Pickup,메가 상자,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,Mega Chest,1
602,Queen of Hearts,Queen of Hearts,Card,하트 퀸,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,Queen of Hearts,1
603,Gold Pill,Gold Pill,Pickup,황금 알약,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,Gold Pill,1
604,Black Sack,Black Sack,Pickup,검은 보따리,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,Black Sack,1
605,Charming Poop,Charming Poop,Other,패밀리어 소환하는 똥,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,Charming Poop,1
606,Horse Pill,Horse Pill,Pill,말약,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,Horse Pill,1
607,Crane Game,Crane Game,Other,크레인 게임,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,Crane Game,1
608,Hell Game,Hell Game,Other,악마 야바위꾼,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,Hell Game,1
609,Wooden Chest,Wooden Chest,Pickup,나무 상자,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,Wooden Chest,1
610,Wild Card,Wild Card,Card,와일드 카드,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,Wild Card,1
611,Haunted Chest,Haunted Chest,Pickup,유령 상자,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,Haunted Chest,1
612,Fool's Gold,Fool's Gold,Other,돈 박힌 돌,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,Fool's Gold,1
613,Golden Penny,Golden Penny,Pickup,골든 페니,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,Golden Penny,1
614,Rotten Beggar,Rotten Beggar,Other,썩은 거지,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,Rotten Beggar,1
615,Golden Battery,Golden Battery,Pickup,황금 배터리(데미지입는거),Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,Golden Battery,1
616,Confessional,Confessional,Other,고해실,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,Confessional,1
617,Golden Trinket,Golden Trinket,Other,황금 장신구 등장,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,Golden Trinket,1
